ranking_id,edition_year,edition_id,firm_ref,practice_area_id,ranking_tier,tier_rank,ranking_type,post_status,publication_status,listing_type,commentary,modified_ts
V0729,2024,ED2024CA,F0375,PA0318,,4,firm reccommended,publish,Researching,,Highly regarded team,2024-12-20 16:10:51
V0841,2024,ED2024DE,F0134,PA0153,,0,firm recommended,draft,Active,vip,,2024-08-27 03:49:24
V0930,2024,ED2024DE,F0197,PA0853,,3,firm recommended,publish,Active,premium,,2025-01-07 03:50:07
R0319,2025,ED2025CA,F0349,PA0514,4,,firm recommended,Pending,Active,,Highly regarded team,2024-08-16 00:06:09
V0951,2025,ED2025US,F0629,PA0838,,5,firm recommended,publish,Active,,Noted for complex transactions,2024-08-09 15:32:12
R0246,2024,ED2024ES,F0029,PA0613,5,,firm to watch,Draft,Researching,,,2024-08-02 07:03:41
V0655,2024,ED2024UK,F0862,PA0823,,2,firm recommended,publish,Active,,Leading practice in its field,2024-10-30 00:05:05
R0152,2025,ED2025US,F0442,PA0218,1,,firm recommended,Draft,Active,,,2024-08-11 07:43:47
R0418,2024,ED2024US,F0999,PA0469,4,,firm recommended,Draft,Active,,Highly regarded team,2024-08-25 12:35:49
V0638,2025,ED2025JP,F0540,PA0160,,3,firm to watch,publish,Researching,sponsored,,2025-01-04 13:06:46
V0758,2024,ED2024IE,F0351,PA0306,,2,firm to watch,publish,Active,premium,Leading practice in its field,2024-10-19 02:53:18
R0101,2025,ED2025UAE,F0064,PA0828,2,,firm recommended,Publish,Active,,,2024-09-11 10:36:47
V0633,2024,ED2024UK,F0992,PA0158,,5,firm recommended,publish,Active,,,2024-12-21 00:48:11
V0704,2024,ED2024HK,F0106,PA0579,,5,firm recommended,publish,Active,standard,,2024-09-09 19:10:47
V0609,2024,ED2024AU,F0004,PA0245,,3,firm recommended,publish,Active,,,2024-10-26 15:16:50
V0505,2025,ED2025JP,F0300,PA0729,,4,firm recommended,pending,Active,sponsored,Noted for complex transactions,2024-11-26 01:18:36
V0753,2024,ED2024ES,F0120,PA0765,,1,firm recommended,pending,Researching,standard,,2024-08-09 04:28:22
V0547,2025,ED2025JP,F0564,PA0070,,TIER_1,firm recommended,publish,Active,premium,,2024-09-14 13:34:31
R0041,2024,ED2024FR,F0136,PA0411,1,,firm to watch,Publish,Researching,,,2024-10-22 18:42:57
V0908,2024,ED2024IE,F0114,PA0128,,3,firm recommended,draft,Researching,premium,Leading practice in its field,2024-08-12 09:02:24
V0652,2024,ED2024FR,F0473,PA0153,,3,firm recommended,draft,Active,standard,Highly regarded team,2024-11-23 02:48:06
V0526,2025,ED2025UK,F0402,PA0163,,2,firm to watch,publish,Researching,featured,Highly regarded team,2024-09-14 05:20:31
V0871,2024,ED2024NL,F0210,PA0124,,3,firm recommended,publish,Researching,premium,Highly regarded team,2024-11-26 20:39:04
V0528,2025,ED2025UAE,F0145,PA0241,,3,firm recommended,publish,Archive,premium,,2024-10-20 20:18:36
V0696,2025,ED2025NL,F0311,PA0660,,1,firm recommended,pending,Active,sponsored,Highly regarded team,2024-11-01 14:12:47
R0104,2024,ED2024DE,F0358,PA0430,3,,firm recommended,Draft,Active,,Noted for complex transactions,2024-12-14 06:48:40
R0155,2025,ED2025UAE,F0245,PA0068,3,,firm recommended,Draft,Active,,Leading practice in its field,2024-10-16 02:25:26
V0690,2024,ED2024JP,F0136,PA0729,,1,firm to watch,publish,Active,standard,,2024-12-20 23:53:00
R0273,2024,ED2024IE,F0061,PA0786,3,,firm recommended,Publish,Active,,Noted for complex transactions,2024-08-30 05:54:09
R0329,2024,ED2024UAE,F0366,PA0750,1,,firm recommended,Publish,Active,,,2024-09-04 00:38:52
V0713,2024,ED2024ES,F0701,PA0864,,5,firm recommended,publish,Active,premium,Highly regarded team,2024-09-11 02:59:25
V0569,2025,ED2025ES,F0225,PA0591,,2,firm recommended,publish,Active,standard,,2024-09-13 20:22:23
V0671,2024,ED2024IE,F0365,PA0808,,1,firm recommended,pending,Researching,premium,Noted for complex transactions,2024-11-14 21:18:10
V0964,2025,ED2025BE,F9662,PA0516,,1,firm recommended,draft,Active,sponsored,,2024-12-19 00:39:37
R0352,2024,ED2024UK,F0699,PA0694,2,,firm recommended,Publish,Researching,,Leading practice in its field,2024-10-14 19:42:02
V0757,2025,ED2025FR,F0298,PA0768,,5,firm recommended,publish,Active,sponsored,Highly regarded team,2024-11-16 16:18:01
V0849,2025,ED2025SG,F0771,PA0677,,1,firm recommended,publish,Active,standard,,2024-08-23 12:17:28
V0942,2024,ED2024HK,F0172,PA0150,,1,firm to watch,publish,Researching,standard,,2024-09-05 22:41:42
R0141,2024,ED2024BE,F0864,PA0383,5,,firm recommended,Publish,Active,,Leading practice in its field,2024-08-10 06:55:25
V0682,2024,ED2024UAE,F0238,PA0051,,2,firm to watch,publish,Archive,standard,Noted for complex transactions,2025-01-05 14:13:24
R0421,2024,ED2024HK,F0384,PA0163,1,,firm recommended,Pending,Active,,Noted for complex transactions,2024-12-24 20:23:57
V0805,2025,ED2025AU,F0187,PA0537,,2,firm recommended,publish,Researching,premium,Leading practice in its field,2024-08-28 06:05:52
R0222,2025,ED2025UK,F0038,PA0368,3,,firm to watch,Publish,Active,,,2024-10-19 08:15:53
R0262,2025,ED2025SE,F0786,PA0785,3,,firm recommended,Pending,Active,,,2024-10-10 07:29:52
R0151,2024,ED2024FR,F0916,PA0472,1,,firm recommended,Draft,Active,,Noted for complex transactions,2024-10-08 08:14:15
R0303,2025,ED2025SG,F0183,PA0286,1,,firm recommended,Draft,Researching,,,2024-09-06 13:17:11
R0091,2025,ED2025UAE,F0041,PA0730,4,,firm recommended,Pending,Active,,,2024-11-27 12:36:38
R0121,2025,ED2025JP,F0192,PA0246,3,,firm recommended,Publish,Researching,,Highly regarded team,2024-11-12 23:13:30
V0855,2025,ED2025CA,F0860,PA0810,,1,firm recommended,Draft,Researching,standard,Noted for complex transactions,2025-01-04 09:15:34
V0904,2024,ED2024ES,F0560,PA0555,,5,firm recommended,draft,Active,,Leading practice in its field,2024-10-29 15:47:41
R0445,2024,ED2024FR,F0451,PA0664,4,,firm recommended,Publish,Researching,,Highly regarded team,2024-09-17 07:37:55
R0138,2024,ED2024SG,F0591,PA0022,2,,firm recommended,Draft,Active,,Highly regarded team,2024-10-29 16:00:46
R0395,2025,ED2025FR,F0186,PA0104,0,,firm recommended,Publish,Active,,,2024-12-30 08:33:42
V0867,2024,ED2024UK,F0832,PA0745,,3,firm recommended,publish,Researching,premium,Leading practice in its field,2024-11-24 03:24:10
V0867,2024,ED2024UK,F0832,PA0745,,3,firm recommended,publish,Researching,premium,Leading practice in its field,2024-11-24 02:24:10
R0133,2025,ED2025CA,F0031,PA0118,1,,Firm Recommended,Publish,Active,,Leading practice in its field,2024-10-09 11:12:37
R0195,2024,ED2024HK,F0445,PA0834,3,,firm recommended,Publish,Researching,,,2024-11-22 00:49:10
R0465,2025,ED2025US,F0253,PA0375,1,,firm to watch,Draft,Active,,,2024-09-06 13:43:43
R0172,2024,ED2024IE,0,PA0787,1,,firm recommended,Draft,Active,,Noted for complex transactions,2024-09-28 11:03:06
R0386,2024,ED2024DE,F0892,PA0805,3,,firm recommended,Draft,Researching,,,2024-12-29 01:03:24
V0722,2024,ED2024IE,F0884,PA0830,,3,firm recommended,publish,Researching,premium,,2024-12-26 13:28:42
V0663,2024,ED2024AU,F0837,PA0235,,3,firm recommended,publish,Active,,,2024-09-21 12:41:41
R0310,2024,ED2024DE,F0450,PA0829,3,,firm recommended,Draft,Active,,,2024-12-20 22:29:47
R0009,2025,ED2025ES,0,PA0322,1,,firm recommended,Publish,Active,,Leading practice in its field,2024-12-05 17:31:30
R0353,2024,ED2024SE,F0733,PA0796,3,,firm to watch,Draft,Researching,,,2024-10-25 03:39:23
R0427,2024,ED2024ES,F0791,PA0644,3,,firm recommended,Publish,Active,,Noted for complex transactions,2024-09-28 00:36:44
V0582,2024,ED2024IE,F0104,PA0169,,1,firm recommended,publish,Researching,standard,Highly regarded team,2024-10-25 01:40:52
R0231,2025,ED2025JP,F0552,PA0751,1,,firm to watch,Draft,Researching,,Noted for complex transactions,2024-11-26 21:18:01
V0735,2024,ED2024IE,F0378,PA0740,,3,firm recommended,publish,Researching,premium,,2024-08-21 05:06:28
R0194,2024,ED2024SG,F0653,PA0588,3,,firm recommended,Pending,Active,,,2024-10-24 22:58:01
V0789,2025,ED2025IE,,PA0777,,2,firm to watch,draft,Active,premium,Leading practice in its field,2024-08-23 07:52:15
V0620,2024,ED2024HK,F0157,PA0547,,5,firm recommended,draft,Researching,standard,Noted for complex transactions,2024-10-03 04:50:12
V0745,2025,ED2025NL,F0798,PA0566,,3,firm recommended,pending,Active,standard,,2024-08-03 03:44:05
V0702,2024,ED2024UAE,F0644,PA0412,,3,firm to watch,publish,Researching,sponsored,,2024-08-19 15:48:41
R0202,2024,ED2024DE,F0561,PA0837,4,,firm to watch,Draft,Active,,Noted for complex transactions,2024-09-15 18:03:20
V0910,2025,ED2025BE,F0213,PA0432,,2,firm recommended,publish,Active,premium,Leading practice in its field,2024-08-20 20:04:21
R0401,2024,ED2024BE,F0364,PA0370,5,,firm to watch,Draft,Active,,,2024-12-05 14:32:55
R0442,2024,ED2024US,F0729,PA0613,5,,firm recommended,Pending,Active,,Leading practice in its field,2024-08-29 07:18:58
V0989,2024,ED2024US,F0285,PA0357,,1,firm recommended,publish,Researching,premium,Leading practice in its field,2024-10-23 04:31:37
R0452,2025,ED2025UAE,F0971,PA0746,0,,firm recommended,Publish,Archive,,,2024-12-15 17:53:34
R0038,2025,ED2025UK,F0440,PA0612,4,,firm recommended,Draft,Active,,Highly regarded team,2024-09-24 19:15:22
V0672,2024,ED2024IE,,PA0167,,1,firm recommended,pending,Researching,premium,Leading practice in its field,2024-11-01 22:51:31
R0308,2025,ED2025CA,F0675,PA0603,5,,firm recommended,Draft,Researching,,,2024-12-01 05:33:09
R0261,2025,ED2025UAE,F0133,PA0620,3,,firm to watch,Draft,Active,,Leading practice in its field,2025-01-03 19:30:54
V0803,2024,ED2024JP,F0378,PA0054,,TIER_3,firm to watch,Draft,Active,sponsored,Noted for complex transactions,2024-12-25 17:11:53
V0782,2024,ED2024NL,F0476,PA0011,,1,firm to watch,publish,Researching,premium,,2024-12-10 15:51:41
V0798,2024,ED2024BE,F0663,PA0087,,2,firm recommended,draft,Active,,Highly regarded team,2025-01-05 08:04:56
R0294,2025,ED2025BE,F0623,PA0648,2,,firm recommended,Draft,Active,,,2024-08-08 09:59:42
V0596,2024,ED2024ES,,PA0645,,2,firm recommended,publish,Active,sponsored,Leading practice in its field,2024-11-24 10:15:44
R0311,2025,ED2025AU,F0616,PA0346,3,,firm recommended,Pending,Active,,Highly regarded team,2024-09-15 11:55:52
R0062,2024,ED2024US,F0074,PA0437,2,,firm to watch,Pending,Active,,,2024-08-20 11:07:24
V0741,2025,ED2025IE,F0199,PA0849,,3,firm recommended,publish,Researching,standard,,2024-10-16 15:31:42
V0742,2024,ED2024US,F0729,PA0615,,2,firm recommended,publish,Archive,standard,,2024-11-14 16:59:05
V0689,2024,ED2024UK,F0416,PA0605,,1,firm recommended,publish,Researching,premium,,2024-11-21 09:13:31
R0173,2025,ED2025SE,F0559,PA0188,2,,firm to watch,Publish,Active,,Leading practice in its field,2024-08-19 15:35:22
R0314,2024,ED2024SG,F0472,PA0001,3,,firm recommended,Draft,Active,,,2024-09-28 12:04:38
V0807,2024,ED2024ES,F0349,PA0415,,1,firm recommended,publish,Active,sponsored,Highly regarded team,2024-09-06 05:37:38
R0479,2025,ED2025AU,F0292,PA0584,2,,firm recommended,Publish,Archive,,Noted for complex transactions,2025-01-07 18:53:13
V0785,2025,ED2025BE,,PA0145,,4,firm recommended,publish,Active,standard,,2025-01-06 17:38:45
R0084,2025,ED2025JP,F0848,PA0390,1,,firm to watch,Draft,Active,,,2024-09-07 19:30:37
V0944,2025,ED2025SE,F0733,PA0396,,1,firm recommended,publish,Researching,sponsored,Leading practice in its field,2024-09-06 18:26:19
V0806,2024,ED2024DE,F0650,PA0137,,3,firm recommended,publish,Researching,sponsored,,2025-01-01 07:30:00
V0856,2025,ED2025UAE,F0132,PA0798,,3,firm recommended,publish,Archive,standard,,2024-12-29 18:06:49
V0755,2024,ED2024HK,F0103,PA0180,,4,firm recommended,publish,Active,sponsored,Noted for complex transactions,2024-10-09 02:07:35
V0832,2024,ED2024DE,F0334,PA0146,,3,firm recommended,draft,Active,,,2024-10-14 06:10:21
V0752,2025,ED2025BE,F0646,PA0022,,4,firm recommended,publish,Archive,,,2024-10-16 19:08:51
R0115,2025,ED2025UK,F0801,PA0230,3,,firm recommended,Draft,Researching,,,2024-09-29 16:34:20
V0743,2024,ED2024UAE,F0647,PA0696,,1,firm recommended,publish,Active,,Highly regarded team,2024-12-04 06:23:20
